Student ID,Gender,Age,Family Size,Parent's Education,Student's Education,Subject,Period 1 Grade,Period 2 Grade,Period 3 Grade,Period 4 Grade,Social Factor 1,Social Factor 2,College Related Feature 1,College Related Feature 2
313,Male,19,Medium,Secondary,Secondary,Machine Learning,17,10,15,20,Medium,High,2,2
314,Female,20,Small,Higher,Secondary,Mathematics,19,20,20,11,Low,High,3,2
315,Female,18,Small,Higher,Secondary,Machine Learning,19,15,12,19,Medium,Low,5,3
316,Female,21,Medium,Higher,Higher,Mathematics,19,16,11,16,High,Medium,3,4
317,Male,21,Medium,Higher,Higher,Mathematics,19,13,15,16,Medium,High,4,4
318,Male,18,Small,Secondary,Secondary,Machine Learning,19,13,19,19,Medium,Low,5,4
319,Male,20,Medium,Higher,Higher,Machine Learning,16,20,17,20,Low,High,5,5
320,Male,19,Medium,Higher,Higher,Mathematics,15,10,12,18,High,Low,2,2
321,Female,20,Small,Secondary,Higher,Machine Learning,14,14,13,17,High,High,3,5
322,Female,20,Medium,Secondary,Secondary,Machine Learning,10,17,11,10,Medium,Low,5,2
323,Female,18,Small,Secondary,Higher,Machine Learning,14,11,20,19,High,Low,4,2
324,Female,20,Medium,Secondary,Secondary,Mathematics,13,12,18,14,High,High,5,4
325,Female,20,Small,Higher,Secondary,Mathematics,14,16,14,20,High,Low,5,4
326,Male,20,Medium,Secondary,Higher,Machine Learning,14,12,17,11,Medium,Low,2,3
327,Female,21,Medium,Higher,Secondary,Mathematics,19,14,20,18,Low,Medium,3,2
328,Female,19,Small,Secondary,Higher,Mathematics,10,11,17,20,Low,High,3,5
329,Male,21,Medium,Higher,Secondary,Mathematics,10,16,12,17,Low,Low,4,2
330,Female,18,Medium,Higher,Higher,Mathematics,17,20,12,11,Medium,High,4,5
331,Male,18,Medium,Higher,Secondary,Machine Learning,18,10,16,18,Medium,Medium,3,2
332,Female,20,Small,Secondary,Higher,Machine Learning,16,11,14,15,Medium,Low,4,5
333,Female,19,Medium,Higher,Higher,Machine Learning,14,14,15,13,Medium,Medium,5,5
334,Female,21,Small,Higher,Higher,Mathematics,12,19,15,15,High,Low,5,3
335,Female,19,Medium,Secondary,Secondary,Machine Learning,10,16,18,10,Medium,Medium,2,4
336,Female,21,Small,Higher,Secondary,Mathematics,15,20,15,20,Low,High,3,2
337,Female,20,Small,Secondary,Secondary,Mathematics,15,18,11,16,Medium,High,4,2
338,Female,19,Small,Higher,Secondary,Machine Learning,16,11,16,20,Medium,Low,3,5
339,Female,19,Small,Higher,Higher,Machine Learning,15,19,14,11,Low,Medium,4,2
340,Male,18,Medium,Secondary,Secondary,Machine Learning,20,20,16,18,Medium,High,5,5
341,Male,21,Medium,Higher,Secondary,Machine Learning,11,17,19,11,High,Medium,2,2
342,Female,21,Small,Secondary,Secondary,Mathematics,19,17,17,11,Medium,Low,5,4
343,Female,20,Small,Secondary,Secondary,Mathematics,17,17,10,16,Low,Medium,4,5
344,Female,18,Medium,Secondary,Higher,Machine Learning,10,13,17,12,Low,Low,5,2
345,Female,19,Small,Secondary,Secondary,Mathematics,17,11,11,13,Low,High,3,5
346,Female,20,Medium,Secondary,Secondary,Mathematics,10,16,20,13,High,Low,4,2
347,Female,18,Medium,Secondary,Higher,Machine Learning,16,11,12,18,Low,High,4,2
348,Male,20,Small,Secondary,Higher,Mathematics,16,13,18,16,High,Medium,4,4
349,Male,20,Small,Higher,Secondary,Machine Learning,17,14,10,15,Low,High,5,5
350,Female,20,Medium,Higher,Secondary,Machine Learning,18,16,10,19,High,High,5,2
351,Female,21,Small,Higher,Secondary,Machine Learning,20,17,16,12,High,Medium,2,2
352,Female,20,Small,Higher,Secondary,Mathematics,19,15,19,12,Low,Medium,2,3
353,Female,21,Medium,Secondary,Secondary,Machine Learning,19,12,11,15,High,Low,5,2
354,Female,20,Medium,Secondary,Secondary,Mathematics,13,18,16,13,High,Medium,3,4
355,Female,20,Small,Higher,Higher,Machine Learning,15,19,20,16,Low,Medium,3,4
356,Female,19,Small,Higher,Secondary,Machine Learning,13,10,12,13,High,Medium,3,2
357,Male,21,Small,Higher,Secondary,Machine Learning,11,15,13,18,High,Medium,2,5
358,Male,19,Small,Higher,Secondary,Mathematics,20,13,18,19,High,High,5,4
359,Female,20,Small,Higher,Higher,Mathematics,14,13,15,19,Low,Medium,2,3
360,Female,19,Medium,Secondary,Secondary,Mathematics,20,12,20,11,High,Low,4,5
361,Female,21,Medium,Secondary,Higher,Mathematics,19,15,10,13,Medium,High,4,5
362,Male,19,Medium,Higher,Higher,Mathematics,15,10,14,15,High,Medium,2,4
363,Male,18,Medium,Higher,Secondary,Machine Learning,16,11,17,14,Medium,Medium,3,4
364,Male,20,Small,Secondary,Secondary,Machine Learning,16,13,18,14,High,Low,5,2
365,Female,18,Small,Higher,Secondary,Machine Learning,15,13,12,18,High,Low,5,4
366,Female,20,Medium,Secondary,Higher,Mathematics,19,10,11,18,High,High,3,3
367,Male,18,Small,Secondary,Higher,Machine Learning,14,20,11,17,High,High,4,2
368,Female,19,Small,Secondary,Secondary,Mathematics,13,20,18,11,Medium,Medium,4,5
369,Female,20,Small,Higher,Higher,Mathematics,19,18,16,19,High,Low,2,5
370,Female,20,Small,Higher,Secondary,Mathematics,16,13,11,16,Medium,Low,2,4
371,Female,21,Small,Secondary,Secondary,Machine Learning,13,16,19,17,High,Medium,5,5
372,Female,20,Medium,Secondary,Higher,Mathematics,16,11,18,14,Low,Medium,2,3
373,Male,21,Medium,Secondary,Higher,Mathematics,10,17,20,12,High,Low,4,4
374,Female,20,Medium,Secondary,Secondary,Machine Learning,18,16,14,19,High,Low,5,3
375,Male,20,Medium,Secondary,Secondary,Mathematics,19,17,16,16,Medium,Medium,2,4
376,Male,18,Medium,Secondary,Secondary,Mathematics,11,20,12,12,High,High,2,5
377,Female,20,Medium,Secondary,Higher,Machine Learning,14,14,14,13,Medium,High,2,3
378,Female,19,Medium,Secondary,Secondary,Machine Learning,14,15,15,13,High,Medium,4,4
379,Male,20,Small,Higher,Higher,Mathematics,13,20,10,14,Medium,Low,5,5
380,Male,20,Small,Secondary,Secondary,Machine Learning,19,11,12,14,High,Medium,2,3
381,Female,19,Small,Secondary,Higher,Machine Learning,20,13,20,18,High,High,4,2
382,Male,20,Small,Higher,Secondary,Machine Learning,16,13,16,16,Medium,Medium,4,2
383,Female,18,Small,Higher,Higher,Machine Learning,10,12,17,17,Low,Low,4,5
384,Female,21,Medium,Secondary,Secondary,Machine Learning,20,17,19,15,Low,Medium,3,2
385,Female,21,Medium,Higher,Secondary,Mathematics,12,12,17,14,High,High,4,4
386,Male,18,Small,Higher,Higher,Machine Learning,17,20,20,12,High,High,3,5
387,Male,21,Small,Higher,Secondary,Mathematics,11,19,15,12,High,High,5,3
388,Male,19,Small,Secondary,Higher,Mathematics,16,13,14,15,High,Low,5,2
389,Male,21,Small,Higher,Higher,Mathematics,20,16,11,15,Medium,Medium,2,3
390,Female,18,Small,Higher,Secondary,Mathematics,14,12,14,10,Low,Medium,2,5
391,Female,21,Medium,Higher,Higher,Mathematics,14,15,16,17,High,Low,5,4
392,Male,21,Medium,Higher,Secondary,Mathematics,19,10,11,16,Medium,High,2,3
393,Male,20,Medium,Higher,Secondary,Machine Learning,11,18,14,10,Low,High,5,4
394,Female,20,Small,Higher,Secondary,Machine Learning,18,16,20,16,Low,Low,2,4
395,Male,18,Medium,Higher,Secondary,Mathematics,13,15,10,13,High,Low,5,2
396,Male,18,Medium,Secondary,Secondary,Mathematics,15,20,19,15,Medium,Low,2,2
397,Female,18,Small,Secondary,Higher,Machine Learning,12,20,11,10,High,Low,2,5
398,Male,18,Small,Higher,Higher,Mathematics,12,19,15,20,High,Low,5,5
399,Male,19,Medium,Higher,Secondary,Machine Learning,15,10,12,17,Medium,Low,4,4
400,Female,20,Medium,Secondary,Higher,Machine Learning,12,20,17,20,Low,Low,5,4
401,Female,21,Small,Secondary,Secondary,Machine Learning,13,11,20,18,Low,Low,4,4
402,Male,20,Small,Higher,Secondary,Machine Learning,10,12,17,11,Medium,High,5,2
403,Male,21,Medium,Secondary,Secondary,Machine Learning,15,17,20,16,Low,Low,2,2
404,Male,18,Medium,Higher,Secondary,Machine Learning,10,12,10,13,Low,Low,5,2
405,Female,19,Medium,Higher,Secondary,Machine Learning,13,11,20,17,Medium,Low,5,2
406,Female,21,Small,Higher,Higher,Machine Learning,12,16,10,10,Low,Low,2,4
407,Male,20,Medium,Secondary,Secondary,Machine Learning,10,14,20,13,Low,High,3,2
408,Female,19,Medium,Secondary,Higher,Machine Learning,16,12,16,17,High,Low,3,2
409,Female,20,Small,Secondary,Secondary,Machine Learning,11,16,11,15,High,Medium,2,4
410,Female,21,Medium,Secondary,Secondary,Machine Learning,11,10,15,13,Low,Low,2,2
411,Male,20,Small,Higher,Higher,Mathematics,13,14,18,15,High,Low,2,2
412,Male,18,Medium,Secondary,Secondary,Mathematics,10,15,13,13,High,Low,4,3
413,Male,19,Small,Higher,Secondary,Machine Learning,16,17,13,19,High,Low,4,5
414,Male,19,Medium,Secondary,Higher,Machine Learning,17,16,11,17,Low,Medium,4,2
415,Female,18,Small,Secondary,Secondary,Mathematics,14,11,18,14,Low,High,5,3
416,Male,21,Small,Secondary,Secondary,Mathematics,13,19,20,18,Medium,Medium,2,3
417,Female,19,Medium,Secondary,Higher,Machine Learning,10,11,12,18,High,Low,4,4
418,Female,18,Medium,Secondary,Higher,Machine Learning,14,18,20,18,High,Medium,2,5
