Student ID,Gender,Age,Family Size,Parent's Education,Student's Education,Subject,Period 1 Grade,Period 2 Grade,Period 3 Grade,Period 4 Grade,Social Factor 1,Social Factor 2,College Related Feature 1,College Related Feature 2
315,Male,21,Small,Secondary,Secondary,Machine Learning,15,16,17,18,Low,High,3,2
316,Female,19,Medium,Higher,Higher,Machine Learning,12,13,14,15,Medium,Medium,4,3
317,Male,22,Small,Higher,Higher,Mathematics,14,15,16,17,High,Low,5,4
318,Female,18,Medium,Higher,Higher,Mathematics,13,14,15,16,Low,High,3,2
319,Male,20,Small,Secondary,Secondary,Mathematics,15,16,17,18,Medium,Medium,4,3
320,Female,21,Medium,Higher,Higher,Mathematics,16,17,18,19,High,Low,5,4
321,Male,19,Medium,Higher,Higher,Machine Learning,17,18,19,20,Low,High,4,3
322,Female,22,Small,Secondary,Secondary,Machine Learning,14,15,16,17,High,Medium,3,2
323,Male,18,Medium,Higher,Higher,Machine Learning,15,16,17,18,Medium,Low,5,4
324,Female,20,Small,Higher,Higher,Machine Learning,13,14,15,16,High,High,4,3
325,Male,21,Medium,Higher,Higher,Machine Learning,12,13,14,15,Low,Medium,3,2
326,Female,19,Small,Higher,Higher,Mathematics,16,17,18,19,Medium,High,5,4
327,Male,20,Medium,Higher,Higher,Mathematics,15,16,17,18,High,Low,4,3
328,Female,21,Small,Secondary,Secondary,Mathematics,14,15,16,17,Low,Medium,3,2
329,Male,18,Medium,Higher,Higher,Mathematics,17,18,19,20,Medium,High,5,4
330,Female,22,Small,Higher,Higher,Mathematics,13,14,15,16,High,Low,4,3
331,Male,19,Medium,Higher,Higher,Machine Learning,16,17,18,19,Low,Medium,3,2
332,Female,20,Small,Secondary,Secondary,Machine Learning,15,16,17,18,Medium,High,5,4
333,Male,21,Medium,Higher,Higher,Machine Learning,14,15,16,17,High,Low,4,3
334,Female,19,Small,Higher,Higher,Machine Learning,12,13,14,15,Low,Medium,3,2
335,Male,18,Medium,Higher,Higher,Machine Learning,17,18,19,20,Medium,High,5,4
336,Female,22,Small,Secondary,Secondary,Machine Learning,16,17,18,19,High,Low,4,3
337,Male,20,Medium,Higher,Higher,Machine Learning,13,14,15,16,Low,Medium,3,2
338,Female,21,Small,Higher,Higher,Machine Learning,15,16,17,18,Medium,High,5,4
339,Male,19,Medium,Higher,Higher,Machine Learning,14,15,16,17,High,Low,4,3
340,Female,20,Small,Secondary,Secondary,Machine Learning,12,13,14,15,Low,Medium,3,2
341,Male,21,Medium,Higher,Higher,Machine Learning,17,18,19,20,Medium,High,5,4
342,Female,19,Small,Higher,Higher,Machine Learning,16,17,18,19,High,Low,4,3
343,Male,20,Medium,Higher,Higher,Machine Learning,15,16,17,18,Low,High,3,2
344,Female,21,Small,Secondary,Secondary,Machine Learning,14,15,16,17,Medium,Medium,5,4
345,Male,19,Medium,Higher,Higher,Machine Learning,17,18,19,20,High,Low,4,3
346,Female,22,Small,Secondary,Secondary,Machine Learning,14,15,16,17,Low,High,3,2
347,Male,20,Medium,Higher,Higher,Machine Learning,13,14,15,16,High,Medium,5,4
348,Female,21,Small,Higher,Higher,Machine Learning,15,16,17,18,Medium,Low,4,3
349,Male,19,Medium,Higher,Higher,Machine Learning,14,15,16,17,Low,High,3,2
350,Male,20,Small,Secondary,Secondary,Machine Learning,12,13,14,15,High,Medium,5,4
351,Male,21,Medium,Higher,Higher,Machine Learning,17,18,19,20,Medium,Low,4,3
352,Female,19,Small,Higher,Higher,Machine Learning,16,17,18,19,Low,High,3,2
353,Male,20,Medium,Higher,Higher,Machine Learning,15,16,17,18,High,Medium,5,4
354,Female,21,Small,Secondary,Secondary,Machine Learning,14,15,16,17,Medium,Low,4,3
355,Male,19,Medium,Higher,Higher,Machine Learning,17,18,19,20,Low,High,3,2
356,Female,22,Small,Higher,Higher,Machine Learning,14,15,16,17,High,Medium,5,4
357,Male,20,Medium,Higher,Higher,Machine Learning,13,14,15,16,Medium,Low,4,3
358,Female,21,Small,Secondary,Secondary,Machine Learning,15,16,17,18,Low,High,3,2
359,Male,19,Medium,Higher,Higher,Machine Learning,14,15,16,17,High,Medium,5,4
360,Female,20,Small,Higher,Higher,Machine Learning,12,13,14,15,Medium,Low,4,3
361,Male,21,Medium,Higher,Higher,Machine Learning,17,18,19,20,Low,High,3,2
362,Female,19,Small,Secondary,Secondary,Machine Learning,14,15,16,17,High,Medium,5,4
363,Male,20,Medium,Higher,Higher,Machine Learning,13,14,15,16,Medium,Low,4,3
364,Female,21,Small,Higher,Higher,Machine Learning,15,16,17,18,Low,High,3,2
365,Male,19,Medium,Higher,Higher,Machine Learning,14,15,16,17,High,Medium,5,4
366,Female,20,Small,Higher,Higher,Machine Learning,12,13,14,15,Medium,Low,4,3
367,Male,21,Medium,Higher,Higher,Machine Learning,17,18,19,20,Low,High,3,2
368,Female,19,Small,Secondary,Secondary,Machine Learning,14,15,16,17,High,Medium,5,4
369,Male,20,Medium,Higher,Higher,Machine Learning,13,14,15,16,Medium,Low,4,3
370,Female,21,Small,Higher,Higher,Machine Learning,15,16,17,18,Low,High,3,2
371,Male,19,Medium,Higher,Higher,Machine Learning,14,15,16,17,High,Medium,5,4
372,Female,20,Small,Higher,Higher,Machine Learning,12,13,14,15,Medium,Low,4,3
373,Male,21,Medium,Higher,Higher,Machine Learning,17,18,19,20,Low,High,3,2
374,Female,19,Small,Secondary,Secondary,Machine Learning,14,15,16,17,High,Medium,5,4
375,Male,20,Medium,Higher,Higher,Machine Learning,13,14,15,16,Medium,Low,4,3
376,Female,21,Small,Higher,Higher,Machine Learning,15,16,17,18,Low,High,3,2
377,Male,19,Medium,Higher,Higher,Machine Learning,14,15,16,17,High,Medium,5,4
378,Female,20,Small,Higher,Higher,Machine Learning,12,13,14,15,Medium,Low,4,3
379,Male,21,Medium,Higher,Higher,Machine Learning,17,18,19,20,Low,High,3,2
380,Female,19,Small,Secondary,Secondary,Machine Learning,14,15,16,17,High,Medium,5,4
381,Male,20,Medium,Higher,Higher,Machine Learning,13,14,15,16,Medium,Low,4,3
382,Female,21,Small,Higher,Higher,Machine Learning,15,16,17,18,Low,High,3,2
383,Male,19,Medium,Higher,Higher,Machine Learning,14,15,16,17,High,Medium,5,4
384,Female,20,Small,Higher,Higher,Machine Learning,12,13,14,15,Medium,Low,4,3
385,Male,21,Medium,Higher,Higher,Machine Learning,17,18,19,20,Low,High,3,2
386,Female,19,Small,Secondary,Secondary,Machine Learning,14,15,16,17,High,Medium,5,4
387,Male,20,Medium,Higher,Higher,Machine Learning,13,14,15,16,Medium,Low,4,3
388,Female,21,Small,Higher,Higher,Machine Learning,15,16,17,18,Low,High,3,2
389,Male,19,Medium,Higher,Higher,Machine Learning,14,15,16,17,High,Medium,5,4
390,Female,20,Small,Higher,Higher,Machine Learning,12,13,14,15,Medium,Low,4,3
391,Male,21,Medium,Higher,Higher,Machine Learning,17,18,19,20,Low,High,3,2
392,Female,19,Small,Secondary,Secondary,Machine Learning,14,15,16,17,High,Medium,5,4
393,Male,20,Medium,Higher,Higher,Machine Learning,13,14,15,16,Medium,Low,4,3
394,Female,21,Small,Higher,Higher,Machine Learning,15,16,17,18,Low,High,3,2
395,Male,19,Medium,Higher,Higher,Machine Learning,14,15,16,17,High,Medium,5,4
396,Male,20,Small,Higher,Higher,Machine Learning,12,13,14,15,Medium,Low,4,3
